Change Number,Opened At,Planned Start,Planned End,Actual Start,Actual End,Change Type,Risk,Priority,State,Category,Assignment Group,Assigned To,Location,Department,CI Name,Short Description,Conflict Status,Approval Status,On Hold Reason,Month Year,Quarter
CHG0000473,2023-08-24 10:54:29,2023-09-05 10:54:29,2023-09-05 14:54:29,2023-09-05 10:27:29,2023-09-05 14:27:29,Normal,Medium,2 - High,Implement,Access Management,L1 Support,Rohan Verma,Delhi NCR,Operations,Email Gateway,DB migration,No Conflict,Approved,Awaiting approval,Aug-2023,Q3-2023
CHG0000474,2023-08-08 14:35:12,2023-08-16 14:35:12,2023-08-16 15:35:12,,,Normal,Low,3 - Medium,Cancelled,Database,DB Admins,Priya Menon,Pune,HR,Core Switch,Firewall rule update,No Conflict,Rejected,,Aug-2023,Q3-2023
CHG0000475,2023-03-15 05:36:38,2023-03-31 05:36:38,2023-03-31 11:36:38,,,Emergency,Low,4 - Low,Cancelled,Security,Infra Team,Amit Desai,Chennai,HR,Oracle DB,Load balancer config,No Conflict,Approved,Vendor dependency,Mar-2023,Q1-2023
CHG0000476,2023-02-07 19:39:19,2023-02-15 19:39:19,2023-02-16 02:39:19,2023-02-15 19:37:19,2023-02-16 00:37:19,Standard,Low,4 - Low,Closed,Application,DB Admins,Rohan Verma,Mumbai,Finance,Firewall-01,DB migration,No Conflict,Pending,Resource unavailable,Feb-2023,Q1-2023
CHG0000477,2023-02-07 06:12:59,2023-02-14 06:12:59,2023-02-14 09:12:59,,,Standard,Low,2 - High,Cancelled,Database,Network Ops,Pooja Iyer,Bangalore,Operations,Firewall-01,Load balancer config,No Conflict,Approved,Testing required,Feb-2023,Q1-2023
CHG0000478,2023-12-03 23:43:58,2023-12-13 23:43:58,2023-12-14 03:43:58,2023-12-13 23:23:58,2023-12-14 00:23:58,Emergency,Medium,1 - Critical,Closed,Application,L2 Support,Amit Desai,Pune,Operations,Core Switch,SSL certificate renewal,No Conflict,Approved,,Dec-2023,Q4-2023
CHG0000479,2023-11-27 08:52:04,2023-12-17 08:52:04,2023-12-17 10:52:04,2023-12-17 08:31:04,2023-12-17 16:31:04,Emergency,Low,1 - Critical,Implement,Network,L1 Support,Amit Desai,Hyderabad,Legal,ERP Server,OS patch deployment,No Conflict,Approved,Awaiting approval,Nov-2023,Q4-2023
CHG0000480,2023-04-06 21:57:48,2023-04-22 21:57:48,2023-04-23 01:57:48,,,Emergency,Low,3 - Medium,Review,Email/Collaboration,App Support,Pooja Iyer,Delhi NCR,Marketing,CRM Application,Load balancer config,No Conflict,Approved,Awaiting approval,Apr-2023,Q2-2023
CHG0000481,2023-01-12 10:46:23,2023-01-23 10:46:23,2023-01-23 12:46:23,2023-01-23 10:48:23,2023-01-23 12:48:23,Standard,Medium,1 - Critical,Implement,Application,Infra Team,Pooja Iyer,Kolkata,Marketing,VPN Gateway,Network upgrade,Conflict Detected,Approved,Awaiting approval,Jan-2023,Q1-2023
CHG0000482,2023-07-24 04:44:14,2023-08-02 04:44:14,2023-08-02 10:44:14,2023-08-02 04:34:14,2023-08-02 05:34:14,Standard,Medium,4 - Low,Implement,Email/Collaboration,App Support,Kavya Reddy,Hyderabad,Marketing,ERP Server,Middleware upgrade,No Conflict,Approved,,Jul-2023,Q3-2023
CHG0000483,2023-02-10 00:44:23,2023-02-23 00:44:23,2023-02-23 02:44:23,2023-02-23 00:55:23,2023-02-23 06:55:23,Emergency,Medium,1 - Critical,Implement,Access Management,App Support,Rahul Sharma,Kolkata,Finance,ERP Server,Firewall rule update,Conflict Detected,Approved,Vendor dependency,Feb-2023,Q1-2023
CHG0000484,2023-08-31 15:16:11,2023-09-27 15:16:11,2023-09-27 18:16:11,2023-09-27 15:05:11,2023-09-27 22:05:11,Normal,Low,3 - Medium,Implement,Network,L2 Support,Anjali Singh,Mumbai,IT,ERP Server,OS patch deployment,No Conflict,Rejected,,Aug-2023,Q3-2023
CHG0000485,2023-10-02 14:11:41,2023-10-29 14:11:41,2023-10-29 19:11:41,2023-10-29 13:48:41,2023-10-29 18:48:41,Emergency,Low,4 - Low,Closed,Security,L1 Support,Amit Desai,Chennai,Marketing,Load Balancer,OS patch deployment,No Conflict,Approved,Testing required,Oct-2023,Q4-2023
CHG0000486,2023-08-27 04:34:20,2023-09-17 04:34:20,2023-09-17 11:34:20,,,Emergency,Low,4 - Low,Review,Software,Network Ops,Deepak Nair,Bangalore,Finance,Oracle DB,OS patch deployment,Conflict Detected,Rejected,Awaiting approval,Aug-2023,Q3-2023
CHG0000487,2023-02-02 15:49:47,2023-02-24 15:49:47,2023-02-24 19:49:47,,,Normal,High,1 - Critical,Review,Security,Security Ops,Pooja Iyer,Pune,Legal,CRM Application,Backup policy change,No Conflict,Approved,Testing required,Feb-2023,Q1-2023
CHG0000488,2023-01-10 18:26:06,2023-01-25 18:26:06,2023-01-25 21:26:06,2023-01-25 18:03:06,2023-01-25 21:03:06,Standard,Medium,3 - Medium,Implement,Access Management,App Support,Rahul Sharma,Bangalore,IT,SAP Production,Storage expansion,No Conflict,Approved,Awaiting approval,Jan-2023,Q1-2023
CHG0000489,2023-08-09 18:13:31,2023-08-22 18:13:31,2023-08-22 21:13:31,,,Standard,High,3 - Medium,Authorize,Application,Infra Team,Pooja Iyer,Bangalore,Legal,Email Gateway,DR failover test,No Conflict,Rejected,Resource unavailable,Aug-2023,Q3-2023
CHG0000490,2023-09-25 19:21:40,2023-10-04 19:21:40,2023-10-04 22:21:40,,,Normal,Medium,3 - Medium,Review,Software,L2 Support,Priya Menon,Pune,Finance,SAP Production,Network upgrade,No Conflict,Approved,Testing required,Sep-2023,Q3-2023
CHG0000491,2023-03-09 01:53:02,2023-03-20 01:53:02,2023-03-20 04:53:02,,,Emergency,Medium,1 - Critical,Review,Software,App Support,Priya Menon,Delhi NCR,Procurement,Core Switch,DR failover test,No Conflict,Pending,,Mar-2023,Q1-2023
CHG0000492,2023-12-05 22:39:09,2023-12-24 22:39:09,2023-12-25 05:39:09,2023-12-24 22:21:09,2023-12-25 04:21:09,Emergency,Low,4 - Low,Closed,Hardware,DB Admins,Pooja Iyer,Hyderabad,Operations,Firewall-01,Storage expansion,No Conflict,Pending,Vendor dependency,Dec-2023,Q4-2023
CHG0000493,2023-06-14 02:40:45,2023-06-22 02:40:45,2023-06-22 05:40:45,2023-06-22 02:48:45,2023-06-22 08:48:45,Normal,High,2 - High,Closed,Email/Collaboration,Infra Team,Pooja Iyer,Bangalore,Legal,Oracle DB,Middleware upgrade,Conflict Detected,Pending,Resource unavailable,Jun-2023,Q2-2023
CHG0000494,2023-02-17 00:27:05,2023-03-17 00:27:05,2023-03-17 03:27:05,,,Normal,Low,2 - High,Cancelled,Database,Security Ops,Rahul Sharma,Chennai,IT,Load Balancer,OS patch deployment,No Conflict,Pending,Testing required,Feb-2023,Q1-2023
CHG0000495,2023-07-07 14:08:32,2023-07-23 14:08:32,2023-07-23 17:08:32,2023-07-23 14:04:32,2023-07-23 19:04:32,Normal,High,1 - Critical,Closed,Application,Security Ops,Pooja Iyer,Chennai,HR,Email Gateway,Firewall rule update,No Conflict,Approved,Vendor dependency,Jul-2023,Q3-2023
CHG0000496,2023-07-09 07:43:08,2023-07-17 07:43:08,2023-07-17 13:43:08,,,Standard,High,3 - Medium,Cancelled,Software,L1 Support,Rohan Verma,Hyderabad,Procurement,Firewall-01,Firewall rule update,No Conflict,Approved,Resource unavailable,Jul-2023,Q3-2023
CHG0000497,2023-02-19 11:26:21,2023-03-01 11:26:21,2023-03-01 13:26:21,,,Standard,Medium,1 - Critical,Review,Software,Network Ops,Priya Menon,Pune,Marketing,ERP Server,DB migration,No Conflict,Approved,Testing required,Feb-2023,Q1-2023
CHG0000498,2023-03-19 01:08:30,2023-04-08 01:08:30,2023-04-08 07:08:30,2023-04-08 00:46:30,2023-04-08 04:46:30,Normal,Low,2 - High,Implement,Access Management,Infra Team,Priya Menon,Hyderabad,Sales,ERP Server,DB migration,No Conflict,Approved,Awaiting approval,Mar-2023,Q1-2023
CHG0000499,2023-06-24 01:25:14,2023-07-17 01:25:14,2023-07-17 03:25:14,2023-07-17 01:45:14,2023-07-17 06:45:14,Normal,High,3 - Medium,Implement,Access Management,Network Ops,Priya Menon,Chennai,Operations,Firewall-01,Network upgrade,No Conflict,Pending,Resource unavailable,Jun-2023,Q2-2023
CHG0000500,2023-03-07 13:13:16,2023-03-30 13:13:16,2023-03-30 19:13:16,2023-03-30 13:31:16,2023-03-30 21:31:16,Emergency,Low,1 - Critical,Implement,Email/Collaboration,Security Ops,Priya Menon,Hyderabad,HR,Firewall-01,Network upgrade,Conflict Detected,Approved,Resource unavailable,Mar-2023,Q1-2023
CHG0000501,2023-12-02 10:13:58,2023-12-09 10:13:58,2023-12-09 14:13:58,,,Emergency,Low,4 - Low,Cancelled,Application,Security Ops,Vikram Joshi,Bangalore,HR,Firewall-01,Storage expansion,No Conflict,Rejected,Vendor dependency,Dec-2023,Q4-2023
CHG0000502,2023-07-01 11:26:52,2023-07-27 11:26:52,2023-07-27 16:26:52,2023-07-27 11:27:52,2023-07-27 14:27:52,Emergency,Low,2 - High,Implement,Software,Network Ops,Sneha Patil,Kolkata,Marketing,Load Balancer,Storage expansion,No Conflict,Approved,Resource unavailable,Jul-2023,Q3-2023
CHG0000503,2023-04-25 09:24:21,2023-05-04 09:24:21,2023-05-04 17:24:21,2023-05-04 09:45:21,2023-05-04 15:45:21,Emergency,High,2 - High,Implement,Application,L1 Support,Kavya Reddy,Pune,IT,Firewall-01,Backup policy change,No Conflict,Pending,,Apr-2023,Q2-2023
CHG0000504,2023-03-11 08:00:50,2023-04-02 08:00:50,2023-04-02 16:00:50,2023-04-02 07:51:50,2023-04-02 09:51:50,Normal,High,2 - High,Implement,Security,Security Ops,Vikram Joshi,Delhi NCR,Marketing,VPN Gateway,DB migration,No Conflict,Rejected,Vendor dependency,Mar-2023,Q1-2023
CHG0000505,2023-12-13 12:12:52,2023-12-20 12:12:52,2023-12-20 19:12:52,2023-12-20 11:45:52,2023-12-20 13:45:52,Normal,High,1 - Critical,Implement,Access Management,App Support,Priya Menon,Pune,Legal,Oracle DB,OS patch deployment,No Conflict,Approved,Vendor dependency,Dec-2023,Q4-2023
CHG0000506,2023-06-04 13:41:11,2023-06-26 13:41:11,2023-06-26 17:41:11,2023-06-26 13:22:11,2023-06-26 21:22:11,Standard,Medium,1 - Critical,Implement,Database,L1 Support,Pooja Iyer,Chennai,Sales,ERP Server,Backup policy change,No Conflict,Rejected,Resource unavailable,Jun-2023,Q2-2023
CHG0000507,2023-11-30 05:22:43,2023-12-20 05:22:43,2023-12-20 07:22:43,,,Normal,High,4 - Low,Review,Access Management,Network Ops,Rohan Verma,Pune,Operations,Oracle DB,Middleware upgrade,No Conflict,Approved,Vendor dependency,Nov-2023,Q4-2023
CHG0000508,2023-05-11 00:53:33,2023-05-18 00:53:33,2023-05-18 05:53:33,2023-05-18 01:01:33,2023-05-18 07:01:33,Normal,High,4 - Low,Closed,Access Management,L2 Support,Deepak Nair,Chennai,IT,SAP Production,Load balancer config,No Conflict,Pending,Testing required,May-2023,Q2-2023
CHG0000509,2023-01-07 08:03:55,2023-01-29 08:03:55,2023-01-29 15:03:55,,,Emergency,Low,3 - Medium,Cancelled,Software,Network Ops,Kavya Reddy,Pune,HR,Oracle DB,Storage expansion,No Conflict,Rejected,Awaiting approval,Jan-2023,Q1-2023
CHG0000510,2023-09-19 08:57:32,2023-10-02 08:57:32,2023-10-02 16:57:32,2023-10-02 08:31:32,2023-10-02 15:31:32,Emergency,Low,1 - Critical,Implement,Email/Collaboration,L1 Support,Anjali Singh,Kolkata,Finance,CRM Application,DR failover test,No Conflict,Rejected,Testing required,Sep-2023,Q3-2023
CHG0000511,2023-05-11 11:37:07,2023-06-04 11:37:07,2023-06-04 19:37:07,,,Standard,High,4 - Low,Review,Application,L2 Support,Pooja Iyer,Hyderabad,Operations,Active Directory,Network upgrade,No Conflict,Approved,Resource unavailable,May-2023,Q2-2023
CHG0000512,2023-01-02 19:07:37,2023-01-19 19:07:37,2023-01-19 21:07:37,,,Normal,Medium,3 - Medium,Authorize,Application,Network Ops,Pooja Iyer,Bangalore,Operations,VPN Gateway,Storage expansion,No Conflict,Approved,Awaiting approval,Jan-2023,Q1-2023
CHG0000513,2023-10-01 12:20:14,2023-10-13 12:20:14,2023-10-13 13:20:14,,,Emergency,High,3 - Medium,Review,Email/Collaboration,Infra Team,Vikram Joshi,Pune,HR,Load Balancer,SSL certificate renewal,No Conflict,Approved,Testing required,Oct-2023,Q4-2023
CHG0000514,2023-08-23 18:05:17,2023-09-04 18:05:17,2023-09-05 00:05:17,,,Standard,High,2 - High,Review,Software,App Support,Vikram Joshi,Mumbai,IT,SAP Production,DR failover test,Conflict Detected,Approved,Awaiting approval,Aug-2023,Q3-2023
CHG0000515,2023-10-04 09:30:44,2023-11-01 09:30:44,2023-11-01 11:30:44,2023-11-01 09:00:44,2023-11-01 15:00:44,Normal,High,2 - High,Closed,Application,L1 Support,Rohan Verma,Kolkata,Sales,Core Switch,Storage expansion,Conflict Detected,Approved,Testing required,Oct-2023,Q4-2023
CHG0000516,2023-05-16 18:55:46,2023-05-29 18:55:46,2023-05-29 21:55:46,2023-05-29 18:28:46,2023-05-29 20:28:46,Normal,Medium,1 - Critical,Closed,Security,Infra Team,Amit Desai,Mumbai,Marketing,VPN Gateway,DB migration,No Conflict,Approved,Awaiting approval,May-2023,Q2-2023
CHG0000517,2023-05-29 12:43:49,2023-06-09 12:43:49,2023-06-09 14:43:49,2023-06-09 12:50:49,2023-06-09 18:50:49,Standard,Medium,4 - Low,Implement,Software,L2 Support,Amit Desai,Mumbai,Marketing,CRM Application,DB migration,No Conflict,Pending,Resource unavailable,May-2023,Q2-2023
CHG0000518,2023-09-04 16:30:02,2023-09-30 16:30:02,2023-09-30 20:30:02,2023-09-30 16:48:02,2023-09-30 17:48:02,Emergency,High,1 - Critical,Implement,Security,L2 Support,Deepak Nair,Hyderabad,HR,Email Gateway,Firewall rule update,No Conflict,Approved,Awaiting approval,Sep-2023,Q3-2023
CHG0000519,2023-10-19 15:25:46,2023-11-04 15:25:46,2023-11-04 20:25:46,2023-11-04 15:36:46,2023-11-04 20:36:46,Normal,Medium,2 - High,Closed,Security,Infra Team,Rahul Sharma,Pune,Procurement,Email Gateway,OS patch deployment,No Conflict,Pending,Vendor dependency,Oct-2023,Q4-2023
CHG0000520,2023-05-27 20:11:35,2023-06-23 20:11:35,2023-06-24 03:11:35,2023-06-23 19:46:35,2023-06-24 02:46:35,Normal,Low,2 - High,Implement,Email/Collaboration,Security Ops,Sneha Patil,Delhi NCR,Finance,Load Balancer,DB migration,No Conflict,Approved,Resource unavailable,May-2023,Q2-2023
CHG0000521,2023-09-12 04:51:22,2023-09-19 04:51:22,2023-09-19 08:51:22,,,Standard,High,4 - Low,Review,Security,DB Admins,Sneha Patil,Bangalore,Procurement,Oracle DB,Storage expansion,Conflict Detected,Approved,Testing required,Sep-2023,Q3-2023
CHG0000522,2023-09-18 07:38:06,2023-10-06 07:38:06,2023-10-06 14:38:06,2023-10-06 07:51:06,2023-10-06 13:51:06,Standard,High,4 - Low,Closed,Application,DB Admins,Pooja Iyer,Delhi NCR,HR,SAP Production,DR failover test,No Conflict,Pending,Awaiting approval,Sep-2023,Q3-2023
CHG0000523,2023-05-05 11:29:31,2023-05-24 11:29:31,2023-05-24 19:29:31,,,Standard,Low,3 - Medium,Authorize,Email/Collaboration,DB Admins,Pooja Iyer,Pune,Operations,Active Directory,SSL certificate renewal,Conflict Detected,Rejected,Awaiting approval,May-2023,Q2-2023
CHG0000524,2023-05-11 09:23:51,2023-05-19 09:23:51,2023-05-19 13:23:51,2023-05-19 09:42:51,2023-05-19 14:42:51,Emergency,High,3 - Medium,Closed,Email/Collaboration,L2 Support,Rahul Sharma,Kolkata,Operations,VPN Gateway,Middleware upgrade,No Conflict,Pending,,May-2023,Q2-2023
CHG0000525,2023-09-25 18:31:47,2023-10-02 18:31:47,2023-10-02 21:31:47,,,Emergency,Low,4 - Low,Authorize,Email/Collaboration,Security Ops,Rohan Verma,Hyderabad,Finance,Core Switch,DR failover test,No Conflict,Approved,Vendor dependency,Sep-2023,Q3-2023
CHG0000526,2023-05-03 11:07:47,2023-05-21 11:07:47,2023-05-21 13:07:47,,,Normal,Low,4 - Low,Review,Security,L1 Support,Rohan Verma,Delhi NCR,Operations,Email Gateway,Backup policy change,Conflict Detected,Pending,Vendor dependency,May-2023,Q2-2023
CHG0000527,2023-10-24 16:40:45,2023-11-15 16:40:45,2023-11-15 18:40:45,,,Emergency,Medium,4 - Low,Cancelled,Database,L1 Support,Deepak Nair,Bangalore,Marketing,Firewall-01,Load balancer config,Conflict Detected,Approved,Resource unavailable,Oct-2023,Q4-2023
CHG0000528,2023-12-15 00:38:35,2024-01-10 00:38:35,2024-01-10 01:38:35,,,Emergency,High,2 - High,Review,Application,Network Ops,Pooja Iyer,Hyderabad,Sales,Core Switch,Middleware upgrade,No Conflict,Approved,,Dec-2023,Q4-2023
CHG0000529,2023-11-25 04:58:00,2023-12-12 04:58:00,2023-12-12 09:58:00,2023-12-12 04:30:00,2023-12-12 11:30:00,Emergency,Medium,1 - Critical,Closed,Database,Security Ops,Pooja Iyer,Pune,Legal,Active Directory,DR failover test,No Conflict,Rejected,Vendor dependency,Nov-2023,Q4-2023
CHG0000530,2023-04-28 11:51:44,2023-05-19 11:51:44,2023-05-19 15:51:44,,,Standard,Medium,2 - High,Review,Database,Network Ops,Vikram Joshi,Kolkata,HR,Load Balancer,OS patch deployment,No Conflict,Approved,Testing required,Apr-2023,Q2-2023
CHG0000531,2023-09-27 13:45:17,2023-10-09 13:45:17,2023-10-09 14:45:17,2023-10-09 14:14:17,2023-10-09 22:14:17,Standard,High,3 - Medium,Implement,Security,L2 Support,Kavya Reddy,Mumbai,Finance,Load Balancer,Backup policy change,Conflict Detected,Approved,Resource unavailable,Sep-2023,Q3-2023
CHG0000532,2023-12-02 20:04:54,2023-12-22 20:04:54,2023-12-23 04:04:54,2023-12-22 19:55:54,2023-12-23 03:55:54,Standard,Low,4 - Low,Implement,Security,L2 Support,Priya Menon,Hyderabad,Procurement,Oracle DB,Middleware upgrade,No Conflict,Approved,Resource unavailable,Dec-2023,Q4-2023
CHG0000533,2023-11-15 07:03:35,2023-11-30 07:03:35,2023-11-30 11:03:35,2023-11-30 06:46:35,2023-11-30 08:46:35,Standard,High,4 - Low,Closed,Access Management,Security Ops,Pooja Iyer,Delhi NCR,Legal,Active Directory,SSL certificate renewal,Conflict Detected,Approved,Vendor dependency,Nov-2023,Q4-2023
CHG0000534,2023-01-17 05:01:56,2023-02-02 05:01:56,2023-02-02 06:01:56,2023-02-02 04:57:56,2023-02-02 10:57:56,Standard,High,1 - Critical,Closed,Hardware,App Support,Sneha Patil,Bangalore,Marketing,CRM Application,Storage expansion,No Conflict,Approved,Resource unavailable,Jan-2023,Q1-2023
CHG0000535,2023-06-20 04:05:24,2023-07-10 04:05:24,2023-07-10 08:05:24,,,Standard,Medium,4 - Low,Cancelled,Email/Collaboration,App Support,Rahul Sharma,Hyderabad,Marketing,CRM Application,Backup policy change,No Conflict,Approved,Vendor dependency,Jun-2023,Q2-2023
CHG0000536,2023-03-28 00:50:58,2023-04-21 00:50:58,2023-04-21 01:50:58,,,Standard,Low,1 - Critical,Review,Application,L1 Support,Deepak Nair,Chennai,Sales,Firewall-01,Load balancer config,No Conflict,Approved,Resource unavailable,Mar-2023,Q1-2023
CHG0000537,2023-02-02 01:13:57,2023-02-09 01:13:57,2023-02-09 05:13:57,2023-02-09 00:54:57,2023-02-09 08:54:57,Standard,Medium,4 - Low,Implement,Hardware,Security Ops,Pooja Iyer,Bangalore,Finance,SAP Production,Network upgrade,No Conflict,Approved,,Feb-2023,Q1-2023
CHG0000538,2023-07-07 05:38:05,2023-07-27 05:38:05,2023-07-27 12:38:05,,,Emergency,Medium,2 - High,Authorize,Application,Network Ops,Vikram Joshi,Hyderabad,HR,Active Directory,Backup policy change,No Conflict,Approved,Testing required,Jul-2023,Q3-2023
CHG0000539,2023-04-15 01:49:15,2023-05-08 01:49:15,2023-05-08 08:49:15,2023-05-08 01:39:15,2023-05-08 06:39:15,Normal,Low,2 - High,Implement,Security,App Support,Kavya Reddy,Hyderabad,Finance,Oracle DB,DB migration,No Conflict,Rejected,Resource unavailable,Apr-2023,Q2-2023
CHG0000540,2023-04-08 02:54:40,2023-04-18 02:54:40,2023-04-18 09:54:40,2023-04-18 03:16:40,2023-04-18 04:16:40,Emergency,Medium,4 - Low,Implement,Email/Collaboration,Security Ops,Sneha Patil,Chennai,Sales,Firewall-01,Network upgrade,No Conflict,Approved,Awaiting approval,Apr-2023,Q2-2023
CHG0000541,2023-11-26 01:32:54,2023-12-03 01:32:54,2023-12-03 05:32:54,,,Standard,Low,3 - Medium,Authorize,Software,App Support,Pooja Iyer,Chennai,Marketing,Email Gateway,DR failover test,No Conflict,Approved,Resource unavailable,Nov-2023,Q4-2023
CHG0000542,2023-12-12 11:44:02,2023-12-21 11:44:02,2023-12-21 18:44:02,2023-12-21 11:46:02,2023-12-21 13:46:02,Standard,Medium,3 - Medium,Closed,Security,Network Ops,Vikram Joshi,Bangalore,Operations,ERP Server,OS patch deployment,No Conflict,Approved,Vendor dependency,Dec-2023,Q4-2023
CHG0000543,2023-10-04 02:29:20,2023-10-21 02:29:20,2023-10-21 04:29:20,,,Normal,Medium,4 - Low,Review,Application,DB Admins,Priya Menon,Kolkata,Operations,Load Balancer,Backup policy change,No Conflict,Rejected,Vendor dependency,Oct-2023,Q4-2023
CHG0000544,2023-04-16 01:08:09,2023-04-28 01:08:09,2023-04-28 05:08:09,2023-04-28 01:11:09,2023-04-28 08:11:09,Standard,High,2 - High,Closed,Access Management,Security Ops,Kavya Reddy,Kolkata,Finance,Oracle DB,DB migration,No Conflict,Approved,Resource unavailable,Apr-2023,Q2-2023
CHG0000545,2023-02-15 09:10:10,2023-02-28 09:10:10,2023-02-28 14:10:10,,,Standard,Low,1 - Critical,Authorize,Email/Collaboration,DB Admins,Rahul Sharma,Bangalore,Marketing,VPN Gateway,Storage expansion,No Conflict,Approved,Resource unavailable,Feb-2023,Q1-2023
CHG0000546,2023-11-03 13:56:09,2023-11-13 13:56:09,2023-11-13 16:56:09,2023-11-13 14:05:09,2023-11-13 18:05:09,Normal,Low,4 - Low,Implement,Application,DB Admins,Rohan Verma,Pune,Finance,Load Balancer,Load balancer config,No Conflict,Approved,,Nov-2023,Q4-2023
CHG0000547,2023-09-30 01:29:02,2023-10-24 01:29:02,2023-10-24 08:29:02,,,Emergency,Low,4 - Low,Cancelled,Security,DB Admins,Pooja Iyer,Pune,Operations,Load Balancer,SSL certificate renewal,No Conflict,Pending,Awaiting approval,Sep-2023,Q3-2023
CHG0000548,2023-02-11 13:36:56,2023-03-03 13:36:56,2023-03-03 14:36:56,2023-03-03 13:27:56,2023-03-03 21:27:56,Standard,Medium,2 - High,Closed,Security,L2 Support,Anjali Singh,Pune,Procurement,CRM Application,Backup policy change,Conflict Detected,Approved,Vendor dependency,Feb-2023,Q1-2023
CHG0000549,2023-02-20 04:26:40,2023-03-18 04:26:40,2023-03-18 07:26:40,,,Emergency,Medium,3 - Medium,Authorize,Software,L1 Support,Deepak Nair,Mumbai,HR,Core Switch,Network upgrade,No Conflict,Approved,Resource unavailable,Feb-2023,Q1-2023
CHG0000550,2023-02-16 15:28:53,2023-02-24 15:28:53,2023-02-24 22:28:53,2023-02-24 14:59:53,2023-02-24 22:59:53,Normal,Low,3 - Medium,Implement,Network,DB Admins,Priya Menon,Delhi NCR,Sales,VPN Gateway,OS patch deployment,No Conflict,Approved,Awaiting approval,Feb-2023,Q1-2023
CHG0000551,2023-02-09 08:34:22,2023-02-21 08:34:22,2023-02-21 14:34:22,,,Standard,Medium,2 - High,Review,Application,DB Admins,Rahul Sharma,Bangalore,Legal,VPN Gateway,SSL certificate renewal,No Conflict,Pending,Vendor dependency,Feb-2023,Q1-2023
CHG0000552,2023-01-20 13:34:06,2023-02-10 13:34:06,2023-02-10 17:34:06,,,Normal,Low,3 - Medium,Authorize,Hardware,App Support,Kavya Reddy,Mumbai,Legal,Firewall-01,SSL certificate renewal,No Conflict,Approved,Testing required,Jan-2023,Q1-2023
